deck1,deck2,deck3,deck4,outcome
264,241,189,163,4
147,15,241,13,1
264,163,239,141,3
241,241,106,15,1
344,163,241,141,2
321,147,163,241,4
243,118,147,141,2
141,78,243,163,0
163,87,303,305,4
20,163,78,243,4
183,87,241,163,4
78,147,163,58,4
303,147,321,20,4
163,305,243,141,4
241,267,163,118,4
58,183,141,147,4
213,78,241,305,0
267,78,321,87,4
163,118,147,303,4
243,243,163,241,0
141,20,213,243,4
303,78,78,183,1
147,241,87,147,0
163,163,58,163,1
243,243,118,321,3
241,241,163,141,2
78,321,163,267,3
141,20,183,58,0
147,213,141,267,1
93,21,18,241,4
254,276,147,21,4
132,152,243,279,2
241,241,254,301,4
277,243,232,147,4
147,232,246,93,1
18,147,276,159,1
243,241,147,147,1
301,277,132,147,4
147,243,246,21,3
267,152,43,147,3
159,283,93,243,0
279,21,147,232,2
283,77,241,133,4
104,147,305,232,4
276,303,147,267,4
293,206,242,232,0
147,243,322,163,4
189,163,163,221,4
147,185,321,0,1
241,147,282,232,4
147,232,221,147,2
267,243,185,147,0
276,282,189,293,1
163,305,241,303,1
322,147,163,104,0
232,232,301,163,0
0,232,242,147,0
322,221,232,282,0
305,293,232,267,3
104,147,241,243,4
303,147,147,0,0
189,185,232,163,4
232,147,321,276,1
163,147,206,147,4
147,322,267,147,1
221,185,293,303,2
0,232,163,232,0
282,163,305,243,0
147,241,147,189,4
232,147,147,321,1
232,301,163,104,1
322,267,282,293,0
78,45,128,4,4
163,305,93,163,1
61,185,163,188,1
241,189,58,87,4
61,241,147,118,4
209,303,27,272,4
310,232,147,147,4
87,147,243,209,4
118,27,185,243,4
272,336,128,241,1
303,241,58,232,1
147,267,4,147,4
188,147,310,78,2
45,163,163,163,2
185,243,336,310,4
305,27,241,61,4
4,243,147,189,0
267,87,272,118,4
147,61,45,241,3
147,163,232,128,4
163,78,58,163,4
243,241,305,4,1
185,163,241,87,4
118,336,232,209,0
267,128,189,27,1
272,147,78,147,1
163,147,163,243,0
45,58,93,147,4
185,243,336,128,0
310,118,305,303,2
241,185,241,305,0
283,150,75,241,2
147,305,186,267,2
30,336,214,321,0
185,304,241,287,2
267,187,232,93,4
243,54,30,214,3
51,58,159,163,3
256,185,241,93,1
267,232,187,78,1
187,243,318,321,3
243,78,51,30,0
150,214,214,147,0
305,304,54,75,1
321,241,241,30,4
267,30,241,267,4
75,241,214,243,2
78,30,304,150,4
321,318,185,287,1
321,163,232,186,4
267,336,187,243,0
185,159,256,214,3
150,241,163,241,2
318,186,214,304,4
147,232,243,30,4
214,321,78,243,4
185,267,58,283,2
267,241,336,256,4
93,51,321,267,2
186,241,58,30,1
214,78,287,163,3
243,150,232,318,3
159,304,321,243,4
75,147,321,267,0
241,214,185,187,0
283,30,185,93,1
243,243,267,241,1
163,321,304,30,2
318,75,232,30,2
186,287,267,58,1
214,241,78,243,0
214,287,304,232,3
232,267,243,243,1
241,243,147,243,1
243,147,185,186,2
163,147,284,13,4
58,163,93,245,2
163,213,163,321,0
147,150,301,147,0
163,283,163,163,1
334,13,147,93,1
243,147,301,267,3
241,185,243,213,1
243,243,147,163,3
163,163,243,243,4
243,163,267,185,4
93,147,147,283,4
245,241,147,243,1
147,284,243,163,4
147,58,163,163,3
132,243,150,241,0
186,283,241,163,0
163,267,147,13,3
301,93,243,163,4
334,163,284,245,2
132,147,58,147,3
243,147,213,163,1
243,243,243,243,1
147,321,232,241,2
186,267,284,93,4
13,185,241,301,0
163,147,147,163,4
163,232,132,283,2
243,243,321,163,1
243,147,241,163,0
213,58,243,163,0
147,334,243,147,1
13,241,132,243,2
267,163,284,147,0
288,321,152,113,0
328,246,269,141,0
113,141,281,163,0
321,328,269,246,2
288,113,244,269,4
147,13,310,258,2
287,294,109,183,0
294,241,267,109,2
336,241,163,163,4
142,163,147,318,0
310,163,163,243,4
147,344,118,93,4
287,243,117,96,1
152,241,118,163,4
163,163,310,147,0
344,310,287,336,4
243,93,163,142,2
183,267,303,13,4
163,241,163,243,0
109,294,318,147,0
258,147,117,109,1
163,152,163,267,0
310,147,109,287,0
96,336,142,163,4
241,243,310,93,1
344,13,163,163,1
118,303,243,294,1
183,287,258,147,4
109,147,163,294,0
163,243,287,13,4
303,163,310,96,4
310,267,163,147,4
152,109,109,142,4
241,183,118,336,2
243,241,287,344,3
163,117,147,147,4
163,258,93,294,2
243,287,152,267,0
13,163,96,303,2
163,310,243,96,0
301,318,305,74,0
147,18,230,243,4
118,239,16,243,2
305,157,55,230,4
243,74,118,283,4
239,141,18,318,2
16,243,230,305,0
55,283,18,301,4
318,118,147,230,3
16,301,230,147,0
125,48,93,104,3
82,317,146,16,0
189,317,104,200,3
58,232,147,243,3
272,18,246,141,0
147,129,58,147,3
185,185,256,176,4
305,243,214,189,0
18,147,152,185,2
58,129,185,272,0
232,58,176,305,1
189,243,256,243,3
246,147,214,141,3
147,147,305,152,2
141,243,58,58,1
176,147,243,272,3
246,189,185,232,2
256,214,129,18,0
243,305,152,272,0
147,272,73,147,3
147,163,125,147,4
326,241,44,150,0
344,147,150,163,4
303,272,287,241,0
243,243,163,241,4
58,183,232,231,0
187,243,342,78,1
303,319,283,241,4
163,326,241,344,2
147,303,310,147,4
58,243,93,276,1
150,147,147,243,1
163,272,231,163,4
147,241,287,232,0
241,183,78,44,1
187,342,73,272,0
241,303,147,243,4
243,183,147,326,0
241,163,310,150,4
283,147,243,344,4
163,78,125,272,1
342,241,241,93,2
44,232,272,243,2
78,287,73,150,1
78,241,147,243,4
58,147,287,326,4
303,163,283,272,4
147,150,319,231,1
276,163,243,310,4
125,93,147,44,0
243,163,73,241,3
150,147,241,147,4
272,243,243,272,1
78,58,303,147,2
241,187,287,125,0
344,310,243,319,1
232,147,283,73,4
342,44,231,243,3
243,147,150,326,2
147,147,310,243,0
241,241,243,147,1
147,241,150,78,0
83,78,267,267,2
141,147,147,243,4
133,345,241,213,0
246,188,232,303,1
310,188,267,133,1
147,345,246,83,0
303,267,147,241,1
78,243,213,232,1
243,267,345,188,0
303,213,267,147,2
310,241,83,141,0
243,188,267,310,3
147,0,113,214,4
270,163,58,287,4
243,132,303,187,4
282,283,163,267,4
78,282,0,270,0
243,163,163,113,3
287,303,267,163,4
214,132,310,163,2
147,287,334,187,4
310,113,267,78,4
39,303,183,163,4
163,58,163,69,4
270,283,147,243,4
187,214,163,282,1
163,163,183,113,1
269,267,58,0,0
310,163,303,270,4
69,163,267,163,4
132,283,334,336,1
163,269,283,163,0
78,310,163,267,0
163,214,9,267,1
267,141,267,214,2
305,267,321,305,1
210,147,185,147,4
267,235,241,185,4
163,163,244,303,1
211,163,287,147,4
267,243,305,230,0
241,163,243,303,4
141,235,163,241,1
147,211,185,163,4
267,147,303,185,4
241,287,267,163,0
210,267,310,243,0
97,244,321,147,0
303,305,305,243,1
163,235,210,267,3
241,305,163,97,2
185,303,267,141,4
147,147,241,267,2
185,163,211,244,0
147,235,267,163,4
185,241,141,163,4
241,185,305,210,2
97,243,243,287,1
163,163,147,310,2
267,305,211,303,3
185,163,241,267,0
303,235,141,147,3
163,305,185,147,1
147,243,267,13,1
284,147,326,183,4
232,243,147,227,1
243,13,243,103,0
58,147,321,183,1
147,37,326,13,0
147,267,272,209,4
13,230,310,183,2
147,210,267,183,0
294,344,163,294,2
209,5,103,13,0
272,183,163,241,2
77,310,210,147,4
183,294,267,147,4
147,230,103,77,2
147,294,272,329,4
93,13,267,294,4
344,211,5,183,0
163,230,209,329,2
267,267,310,147,2
125,13,147,267,1
209,241,243,267,3
163,103,147,210,0
232,318,210,2,3
243,147,239,305,4
243,232,236,18,0
203,78,290,283,3
243,13,210,147,1
203,305,243,185,1
100,163,239,147,3
232,283,243,232,0
147,305,13,2,4
243,163,243,232,3
283,239,56,236,0
78,185,78,243,2
18,100,147,318,0
13,78,232,18,2
243,290,163,305,2
147,147,56,185,0
239,78,203,243,0
13,283,163,239,0
147,243,78,305,1
232,2,13,243,1
181,294,185,13,4
279,185,103,100,4
305,147,183,139,4
128,232,264,189,0
283,163,147,214,2
249,60,192,345,4
163,100,60,58,3
139,279,39,147,2
103,345,128,243,2
258,147,249,181,1
183,192,294,185,1
132,185,283,305,0
243,13,267,232,4
128,192,39,58,4
147,264,132,147,4
189,13,258,279,4
345,305,163,294,4
103,267,183,60,4
243,100,249,139,0
214,232,185,183,1
132,185,258,128,1
58,243,147,232,4
147,13,305,192,1
60,39,163,189,0
279,264,163,183,1
100,267,185,345,4
294,249,103,243,0
139,181,183,283,2
264,13,192,243,0
185,147,232,39,0
58,128,264,185,0
241,214,140,241,0
147,217,189,326,0
214,189,336,287,0
241,304,163,283,2
344,301,272,241,0
214,163,147,241,1
326,283,287,344,3
189,241,241,241,2
336,140,301,217,2
272,163,326,336,0
344,147,140,241,1
301,283,241,189,1
217,304,241,214,2
241,287,272,147,2
344,189,189,163,3
241,241,326,283,2
241,304,336,214,4
272,163,147,344,0
78,243,326,147,2
132,328,147,57,3
310,310,267,336,4
295,141,49,321,0
232,267,93,272,1
141,310,241,163,1
324,78,243,163,0
147,237,115,326,1
345,305,336,241,2
310,303,58,163,0
147,187,267,78,0
183,241,142,241,2
241,69,58,305,4
147,246,187,241,1
232,281,267,13,0
232,246,237,324,4
57,295,310,336,4
326,142,267,147,3
310,310,15,241,3
13,69,310,147,1
58,336,132,93,1
328,272,147,305,0
241,163,93,78,1
103,345,183,147,4
187,281,163,58,3
241,267,141,147,0
241,141,115,241,4
243,321,243,326,3
241,78,232,187,3
267,163,78,303,2
15,163,336,147,0
58,187,324,69,4
310,78,336,305,1
103,326,295,232,1
267,141,310,246,4
57,241,345,142,1
237,147,241,241,3
183,326,241,328,4
115,58,243,310,0
272,267,141,93,1
147,310,78,232,1
147,93,281,78,3
305,241,163,187,0
321,147,267,132,0
49,303,267,13,3
241,241,336,232,4
310,326,78,57,0
310,305,15,237,0
336,13,147,246,1
241,324,115,267,2
163,328,69,78,0
326,187,267,305,4
58,142,295,310,1
183,310,93,141,1
58,147,241,187,3
103,163,241,132,0
243,345,241,272,0
147,267,267,93,2
310,147,15,78,0
241,115,142,326,2
241,310,310,142,1
147,318,157,163,2
58,277,241,163,3
163,113,321,322,0
243,183,277,58,1
183,157,199,163,4
163,272,163,113,4
310,322,163,58,3
321,205,318,147,0
321,199,243,205,1
163,147,113,241,1
163,243,214,243,1
147,301,344,13,0
188,272,141,232,2
163,321,287,186,1
13,267,13,269,0
58,267,241,78,0
267,282,141,241,3
243,243,163,258,0
313,321,232,147,2
334,261,243,141,1
163,163,246,188,0
93,147,157,345,1
241,345,147,267,3
232,145,243,147,2
261,267,58,243,3
321,241,232,58,4
267,241,243,163,4
13,185,147,243,4
163,87,141,147,2
188,145,163,243,0
243,163,344,157,4
147,241,20,345,0
141,282,147,163,2
269,272,138,334,3
232,214,267,13,0
258,186,246,267,0
141,78,243,321,1
61,40,147,163,0
321,243,287,141,1
185,58,267,87,0
334,78,241,13,4
243,241,258,93,1
188,267,147,321,1
147,163,232,147,1
147,232,243,301,0
157,243,243,313,0
344,20,163,163,2
13,163,232,267,0
40,267,138,141,1
241,13,163,141,1
163,243,243,241,4
267,163,61,243,0
345,147,321,163,1
141,147,58,13,4
287,241,58,261,0
267,78,13,157,1
267,232,243,188,2
179,301,147,93,3
186,243,272,243,3
345,188,344,243,0
304,321,163,145,2
163,232,241,214,0
141,269,141,267,0
163,243,243,267,1
345,78,163,163,3
157,185,243,141,2
232,321,243,61,2
58,13,243,40,4
58,321,93,334,3
163,13,163,261,1
267,232,258,141,0
13,147,267,267,2
179,188,241,344,2
232,20,214,321,0
145,269,267,241,1
241,334,185,93,0
243,243,232,243,1
267,287,243,78,0
163,147,141,243,3
241,267,243,243,1
78,322,185,188,4
147,277,299,140,0
190,232,135,78,0
4,163,163,239,4
321,190,141,147,4
297,282,243,305,4
232,312,58,103,0
213,163,163,18,2
294,78,78,23,1
185,118,190,40,4
188,147,163,297,1
163,322,163,147,4
305,147,147,163,3
239,141,243,190,4
78,282,78,321,4
78,140,18,326,3
58,78,232,213,1
135,299,294,243,0
147,147,40,78,4
163,83,163,190,0
147,326,78,135,4
55,321,103,185,3
118,243,232,163,4
163,78,190,239,0
322,305,4,141,2
282,147,232,188,0
297,163,58,299,2
277,243,23,78,4
294,18,132,312,0
163,163,185,78,4
78,4,282,147,0
326,190,147,232,4
58,83,147,294,4
118,322,103,239,1
141,163,78,55,0
188,321,243,243,0
78,132,305,190,3
277,312,232,297,1
78,147,163,282,0
163,147,190,322,2
78,185,326,232,1
40,163,147,135,3
78,185,190,135,4
141,321,192,132,2
267,305,249,163,1
76,232,232,293,0
58,163,279,163,2
303,232,243,321,4
69,303,243,163,4
336,188,123,147,2
163,163,163,243,4
61,163,75,18,4
267,163,232,69,1
163,123,303,163,3
243,192,303,163,2
321,243,163,76,4
243,279,303,61,0
305,188,18,283,1
147,75,321,243,1
132,163,163,232,1
58,183,163,232,0
76,75,303,163,4
163,188,279,293,4
249,243,243,192,0
123,267,163,305,0
163,58,163,243,1
18,243,163,232,1
61,321,141,69,1
232,267,147,303,4
163,163,321,336,1
163,183,132,303,3
58,163,249,123,4
293,243,75,321,0
303,232,303,163,4
243,243,279,305,2
163,76,267,188,4
192,163,303,163,0
163,232,147,61,0
69,18,243,267,0
163,183,336,232,0
163,141,163,321,1
123,163,163,188,1
293,192,303,76,0
249,279,293,163,1
58,321,142,303,2
147,241,241,321,0
211,244,267,78,4
123,163,62,78,4
224,326,246,141,4
58,147,85,185,4
185,267,246,58,3
185,211,224,147,0
62,142,326,85,0
141,244,147,163,4
78,58,232,123,0
303,78,241,290,1
78,185,142,78,4
147,58,244,62,4
321,185,147,224,1
85,123,141,211,1
326,163,267,58,2
142,123,147,185,3
78,321,290,58,4
232,78,267,147,3
185,241,244,326,0
62,78,147,290,2
58,78,142,147,3
185,185,147,147,1
118,243,205,287,2
187,192,214,271,0
78,214,329,345,0
287,83,241,163,3
256,187,152,243,1
287,152,78,271,4
163,192,345,241,2
241,329,147,187,4
256,205,214,83,1
310,152,192,163,1
205,152,78,147,0
271,345,243,163,3
241,185,23,58,1
147,147,58,301,0
147,147,211,303,3
301,304,305,147,4
211,241,305,147,1
163,281,179,310,0
243,232,243,283,0
305,147,163,142,4
163,287,150,232,4
6,241,147,241,2
326,338,243,185,4
147,243,267,303,4
58,241,163,163,4
321,185,130,305,0
287,147,344,103,2
163,54,241,243,0
241,305,163,170,4
58,15,163,18,3
183,78,77,241,1
246,224,147,132,4
232,284,303,34,2
82,185,258,163,2
303,266,241,241,4
225,163,18,267,1
344,303,163,163,4
258,147,163,321,4
18,243,78,185,0
163,266,147,163,3
303,58,163,147,3
246,163,170,287,1
163,241,224,326,3
241,243,305,243,4
232,132,305,142,4
150,241,147,303,4
241,338,267,183,1
241,185,225,6,0
241,179,305,18,3
163,163,103,281,3
243,310,185,287,4
130,232,58,34,0
267,243,77,15,4
241,283,284,82,1
54,241,147,232,3
18,18,163,130,4
147,281,232,163,0
132,78,258,338,1
243,241,147,326,1
163,305,344,147,4
243,303,163,321,4
283,142,150,303,4
232,241,163,305,4
243,77,287,241,2
267,241,266,246,0
303,241,170,224,0
147,243,163,185,3
163,243,267,163,4
15,287,310,58,0
185,241,147,163,2
103,6,183,232,1
241,284,34,185,4
179,241,54,225,0
185,18,326,147,4
163,78,241,303,2
338,163,305,163,4
18,303,6,321,1
130,163,267,258,1
147,163,147,283,4
232,15,179,344,1
287,281,241,243,1
305,163,150,243,4
267,303,232,243,1
34,142,147,243,1
132,241,305,284,2
147,163,185,170,2
287,243,241,241,4
77,163,224,266,4
246,310,185,241,4
232,58,163,241,1
163,103,58,54,1
15,147,241,163,4
142,163,18,281,4
303,303,163,78,4
321,305,338,344,0
185,185,283,163,3
147,267,58,241,0
326,305,258,147,0
103,232,303,18,0
179,6,243,163,0
147,183,232,163,0
241,243,241,305,3
266,310,163,132,1
185,243,224,287,1
34,241,267,241,0
163,246,54,243,0
170,163,77,232,2
163,15,147,142,0
147,321,326,163,1
241,163,281,179,0
18,303,78,103,0
163,241,18,321,2
241,163,189,165,1
243,147,129,45,1
267,9,118,321,0
93,147,161,334,2
189,246,267,340,1
0,303,163,34,3
305,243,78,243,4
82,246,78,147,1
163,305,147,19,0
203,188,267,78,4
13,336,75,163,3
163,243,147,141,0
18,283,243,0,1
34,163,163,147,0
161,163,283,163,4
336,246,163,267,4
243,246,189,188,0
214,267,82,243,1
189,78,163,203,0
13,78,147,305,4
138,188,267,0,3
189,19,78,147,3
75,118,129,243,0
0,303,305,243,3
340,165,336,9,4
241,243,93,321,0
147,34,75,336,4
147,267,0,243,1
163,283,246,246,0
163,163,189,163,4
147,305,267,163,2
78,9,241,161,4
241,243,165,189,3
45,147,78,336,4
203,243,13,18,1
147,141,188,138,1
0,214,78,188,2
243,82,189,243,0
241,321,267,305,0
267,283,147,267,2
189,246,34,118,3
336,243,163,78,4
161,303,243,163,4
141,163,241,243,4
246,163,243,241,1
0,189,147,75,2
163,78,243,45,0
336,203,241,305,2
9,78,147,13,3
163,138,18,340,4
188,93,147,189,1
243,0,82,305,1
163,303,141,163,2
243,267,241,13,1
243,147,163,243,2
243,78,34,267,2
283,243,147,189,2
118,189,336,0,0
163,147,75,246,1
163,0,129,161,0
340,78,241,82,3
165,163,93,78,4
45,138,305,243,3
267,163,163,147,1
147,118,147,267,0
163,34,147,163,0
305,267,163,241,2
58,27,329,80,4
4,78,243,246,4
163,243,158,163,3
241,78,132,109,2
58,241,321,213,1
0,132,243,243,4
142,185,163,241,2
241,232,132,132,0
239,267,338,118,1
243,163,304,58,4
87,123,241,122,4
151,93,241,27,2
27,132,163,27,4
163,163,132,267,0
163,241,163,241,4
329,241,163,78,4
132,246,283,87,0
80,122,243,243,3
27,58,4,303,2
243,132,0,58,4
109,163,123,151,2
118,321,78,93,4
213,267,283,142,0
58,241,132,163,4
27,141,338,232,0
132,243,239,305,0
185,158,241,241,3
27,123,163,27,0
132,4,304,241,1
243,163,243,243,4
163,132,213,163,4
241,241,329,132,2
241,78,0,27,2
243,118,163,303,4
241,58,163,283,0
132,321,87,27,4
122,246,93,58,0
243,163,283,239,2
338,241,142,305,2
141,109,267,185,1
243,241,123,4,4
163,0,109,241,0
329,151,158,243,1
27,27,163,283,3
132,241,163,122,4
241,213,243,132,2
132,142,267,132,2
243,321,163,241,0
27,243,78,163,1
303,132,80,304,0
58,78,283,27,0
93,163,241,163,2
58,338,243,58,1
141,246,239,241,3
4,243,163,163,1
267,241,27,0,0
151,283,241,243,4
243,241,123,243,3
132,87,243,241,1
241,213,163,132,1
241,185,122,303,2
158,267,163,58,0
27,329,241,132,2
109,163,338,321,1
118,141,132,142,1
304,93,283,243,1
27,80,246,58,0
267,87,151,243,0
163,122,213,243,1
243,4,283,163,0
243,241,158,241,2
267,243,122,158,0
187,310,163,123,4
163,243,115,187,2
163,183,62,304,0
267,163,267,211,4
121,147,305,163,1
58,78,185,241,4
203,69,267,267,4
147,147,163,267,0
147,246,147,177,4
142,163,203,147,4
58,9,246,160,4
321,321,185,163,0
170,147,214,241,4
303,67,318,16,1
177,336,267,344,4
58,147,67,242,4
211,115,9,58,2
147,267,163,33,2
160,267,147,310,3
241,257,58,203,0
203,246,163,326,4
267,185,283,163,2
267,344,78,187,1
249,214,69,177,2
123,147,163,147,0
243,318,267,58,0
18,163,147,141,4
303,163,185,183,4
295,243,305,304,2
267,87,189,187,1
40,321,147,163,1
69,163,267,163,4
163,241,147,321,4
267,283,241,243,0
305,9,163,321,4
62,147,310,305,4
326,170,242,303,1
147,163,67,243,4
141,163,177,257,1
163,147,135,249,2
58,177,163,185,2
267,147,183,78,4
185,203,127,147,0
336,163,58,267,2
58,189,147,295,4
318,267,243,163,3
163,123,267,185,4
67,163,321,267,3
135,18,163,69,4
163,344,163,241,4
160,147,9,267,4
58,283,58,163,2
242,310,62,324,4
304,163,163,87,4
211,203,243,267,2
163,33,183,115,0
147,147,243,326,2
187,58,177,249,0
58,246,163,189,0
142,267,127,147,3
177,295,141,58,2
185,203,214,163,0
123,160,267,324,0
62,147,58,267,4
9,241,243,163,0
310,243,163,305,4
163,187,163,170,4
69,241,242,67,3
344,147,185,135,1
304,141,163,58,1
243,87,185,283,1
115,321,203,267,0
303,78,127,147,2
147,163,246,58,2
177,336,163,295,0
123,58,241,310,1
267,67,87,163,0
9,267,243,115,0
147,321,163,141,2
267,9,58,163,3
185,142,163,281,4
294,304,190,303,0
45,78,161,243,2
214,163,189,243,3
58,106,232,227,0
18,290,185,245,4
342,186,243,267,1
142,186,18,163,0
185,142,58,290,1
243,161,245,142,3
267,294,163,106,0
303,189,342,45,0
243,227,214,190,1
243,232,304,78,4
243,142,227,142,4
161,294,58,142,2
281,267,303,18,4
185,243,243,185,3
78,245,189,190,4
163,106,45,214,4
163,232,243,342,3
303,142,243,185,1
186,281,142,294,0
243,245,227,45,2
214,342,78,185,2
106,190,18,161,2
304,189,243,163,1
186,142,243,18,1
58,142,227,142,0
290,163,241,239,4
93,303,147,183,1
101,301,267,303,1
