deck1,deck2,deck3,deck4,outcome
185,152,138,72,0
328,78,147,147,4
241,72,185,293,0
305,167,277,310,1
303,147,185,44,0
78,157,241,118,4
213,305,241,18,2
138,138,163,147,0
58,152,192,132,4
305,78,78,283,0
241,241,303,328,4
78,293,138,305,0
147,305,185,310,0
147,118,58,185,3
152,163,277,44,1
18,78,132,283,2
283,241,163,305,4
147,192,78,157,1
323,78,138,213,0
241,147,132,185,2
323,147,147,241,4
305,241,152,78,4
118,293,277,303,1
305,138,167,157,1
163,305,78,18,0
310,78,147,283,0
78,283,44,58,3
147,163,241,310,1
138,328,58,323,0
78,185,167,192,4
163,293,147,241,4
18,305,277,157,0
305,78,305,152,2
283,138,44,118,4
303,241,310,138,0
305,305,293,147,2
241,163,78,78,0
138,167,147,328,0
185,163,147,18,0
277,132,283,323,3
192,283,118,305,3
303,328,147,310,3
241,78,163,138,1
185,138,167,58,0
147,293,323,132,0
185,147,78,310,0
326,78,305,243,0
303,202,227,75,1
247,344,77,185,4
77,290,163,115,1
232,264,326,290,1
58,310,267,141,4
321,93,147,213,0
267,321,77,78,0
141,93,185,326,4
264,58,247,329,0
75,344,310,163,4
305,303,78,290,2
163,147,232,227,1
115,213,243,290,2
264,202,163,267,2
326,310,78,147,1
243,321,290,141,1
185,75,326,58,0
303,232,247,115,1
163,77,329,290,4
77,227,213,305,0
163,185,77,321,1
147,243,344,264,4
290,202,310,232,2
75,93,267,78,3
326,247,326,163,0
141,213,303,77,0
329,78,115,227,2
202,78,243,185,2
115,321,310,326,4
290,163,326,58,1
93,77,77,264,1
305,232,329,344,3
290,247,141,227,4
213,163,78,75,4
310,243,264,326,0
185,321,78,141,0
163,344,310,185,2
185,152,82,159,1
190,147,163,78,3
321,17,243,147,4
305,118,243,239,1
163,147,77,147,4
150,267,142,267,4
239,243,208,305,2
147,163,267,321,0
150,147,152,147,3
17,267,78,77,2
243,267,163,142,4
305,159,118,147,1
208,322,163,185,4
243,305,241,239,2
163,243,190,185,0
147,118,152,241,0
163,267,243,159,1
77,185,142,82,2
147,267,163,239,0
243,321,322,190,2
17,243,305,243,4
150,185,239,147,0
142,78,322,147,3
147,267,267,147,4
305,163,208,150,4
305,77,243,152,3
243,239,163,321,0
147,243,243,185,2
82,190,239,267,2
159,147,17,267,4
185,78,243,147,3
142,208,243,147,4
241,322,243,150,1
267,163,243,77,1
185,163,239,321,1
147,163,152,163,1
78,159,267,150,0
147,322,142,267,3
78,163,17,267,0
287,147,344,203,1
214,155,246,179,2
239,329,93,321,0
163,244,213,163,4
58,336,61,305,4
141,310,211,135,3
62,243,163,267,4
205,147,147,170,4
188,78,147,243,1
193,310,158,305,2
241,243,163,267,4
257,109,78,147,1
163,141,147,67,4
78,103,147,246,3
305,158,135,109,2
303,147,163,239,4
163,141,58,147,4
244,163,62,205,3
170,163,147,185,0
67,345,61,243,4
336,213,163,241,4
243,188,310,163,3
147,243,141,231,4
305,93,155,310,0
179,287,193,192,4
305,211,78,214,1
344,243,147,329,0
61,135,213,246,4
147,170,158,239,4
109,205,303,345,4
267,141,160,163,4
163,147,243,336,4
305,67,103,241,2
147,305,58,344,4
211,163,163,78,4
305,192,243,147,4
185,193,147,244,0
267,231,287,163,4
203,321,305,243,3
135,147,188,103,4
109,246,305,267,4
158,163,78,205,4
243,170,303,155,1
239,147,58,243,1
160,305,147,163,3
141,344,185,163,4
211,163,336,147,4
231,243,147,163,4
213,192,163,345,2
147,61,287,244,1
67,305,62,147,1
93,329,257,141,3
321,310,305,241,1
135,163,61,303,0
246,267,163,211,0
170,205,78,239,1
103,147,158,109,1
135,246,147,205,1
71,104,336,141,3
345,103,178,326,1
287,213,344,211,4
221,163,241,232,0
102,226,141,147,0
118,267,141,241,3
147,58,141,163,4
118,243,310,147,1
122,283,147,275,0
272,220,147,147,4
183,214,147,205,4
230,163,142,310,1
214,141,62,13,4
185,243,283,243,1
163,24,147,122,1
243,103,221,102,0
243,241,141,15,3
163,344,214,183,0
141,147,287,220,1
147,13,214,58,0
272,211,205,62,0
147,141,147,213,4
147,118,118,71,3
275,243,336,267,1
141,283,104,341,1
329,147,185,230,1
310,262,141,241,3
283,178,78,142,2
232,241,345,60,4
163,15,213,243,4
241,103,163,24,1
147,243,147,147,3
141,122,163,272,2
243,326,221,141,4
147,71,62,78,0
241,283,211,147,1
13,147,102,287,4
344,205,141,345,3
58,220,241,214,0
230,232,214,226,1
147,310,183,60,2
142,262,267,147,2
141,185,178,141,1
336,310,118,341,0
163,15,147,102,1
275,303,163,243,2
24,272,221,283,4
118,103,147,163,1
78,183,345,185,0
147,232,336,241,1
267,58,147,71,2
243,147,241,141,4
243,213,326,122,0
205,287,147,241,2
60,344,13,220,1
211,142,214,310,1
283,104,141,230,0
15,232,147,243,0
103,283,243,147,2
163,147,78,147,0
243,24,221,272,1
15,163,24,243,0
58,78,75,305,4
147,163,118,185,1
185,283,163,18,2
78,303,78,78,0
185,163,305,208,1
243,58,147,267,1
305,163,18,199,0
75,78,58,60,4
185,163,287,329,0
0,185,78,147,3
243,69,303,305,4
163,305,78,185,0
78,340,18,58,1
69,267,147,75,1
58,243,163,78,2
118,18,147,185,3
163,58,78,163,4
147,18,147,185,1
78,243,147,185,3
199,183,283,0,1
78,78,60,69,4
185,329,303,58,2
185,163,340,163,4
163,75,303,18,2
78,147,118,305,4
185,283,147,58,3
199,60,147,185,4
78,243,185,243,1
78,163,0,305,2
183,163,163,185,1
183,147,232,78,3
279,85,96,239,1
147,185,248,329,0
267,147,152,163,4
78,185,48,301,4
96,283,183,272,4
305,185,147,85,2
203,272,163,287,0
267,301,100,147,0
78,152,283,241,4
96,305,130,147,0
241,303,243,185,4
248,147,279,132,4
147,188,147,203,1
287,78,96,267,0
239,305,283,303,3
318,147,185,152,4
100,241,185,279,1
248,78,163,243,0
232,305,96,183,3
85,303,188,96,3
248,267,241,203,4
147,147,147,78,4
183,241,239,185,1
152,185,183,132,0
100,272,318,48,1
241,188,152,130,4
241,147,287,147,4
78,147,272,85,2
183,318,183,147,0
185,301,232,147,0
188,239,152,185,3
287,272,130,147,0
267,96,241,241,0
203,287,267,185,0
147,163,163,44,1
175,147,163,287,0
163,303,321,303,0
239,241,214,303,3
243,118,104,163,4
192,196,305,241,4
226,243,163,78,0
163,0,185,303,2
232,69,239,336,0
310,163,270,214,0
183,163,163,241,2
303,283,287,239,1
123,310,147,163,4
163,163,188,310,1
37,78,303,310,0
141,163,241,305,4
147,163,163,310,3
303,175,185,283,3
163,163,310,232,4
37,163,163,163,4
310,192,163,226,1
310,305,196,104,0
241,163,163,147,0
163,241,305,243,4
0,118,123,141,4
239,287,147,163,4
303,310,287,78,4
147,163,303,163,4
188,241,163,147,1
243,310,214,303,0
321,183,336,163,0
303,239,270,239,0
44,69,78,241,2
283,163,321,243,4
303,241,310,310,4
163,232,185,226,1
163,163,118,175,4
192,303,37,141,0
310,163,241,123,0
305,243,163,241,4
287,303,163,163,4
78,163,147,147,2
303,310,0,163,2
163,104,163,303,1
147,147,287,196,0
163,241,163,310,4
44,163,239,183,2
163,214,69,188,4
270,336,303,239,1
163,283,303,192,4
310,163,175,310,1
37,214,232,243,4
163,163,321,310,1
243,241,147,163,4
0,336,78,163,4
104,305,239,147,0
239,118,241,303,4
310,185,241,163,2
141,163,226,303,4
163,78,188,287,1
214,163,303,163,4
147,147,310,305,3
163,287,163,69,1
163,196,163,163,3
183,303,270,163,4
303,303,163,232,1
37,147,283,104,1
214,163,241,78,3
287,163,241,310,4
78,241,147,163,3
163,0,226,305,1
239,336,118,310,1
239,175,321,163,2
163,185,141,163,2
123,287,270,214,4
183,69,163,147,4
163,147,163,241,0
163,303,310,163,1
303,163,310,163,1
163,0,303,78,2
163,163,321,104,1
192,310,243,147,3
232,283,214,336,1
283,163,303,147,0
192,80,282,109,0
214,241,163,331,4
147,191,197,242,0
192,147,221,214,0
109,163,197,329,2
191,331,241,80,1
242,331,329,192,1
197,221,241,80,0
282,241,163,147,3
192,147,331,197,4
214,221,191,241,1
80,109,241,282,3
331,147,197,192,1
185,163,69,147,0
303,132,246,239,3
163,241,292,0,1
152,243,58,147,2
183,241,243,290,4
55,241,147,77,2
147,69,241,183,2
243,152,292,147,4
267,239,290,163,1
243,185,303,163,3
243,77,147,294,0
58,241,206,239,4
147,239,241,58,4
241,147,163,132,2
290,294,206,152,1
147,292,241,241,1
298,246,243,183,1
163,267,303,55,4
239,147,292,243,4
241,58,243,185,4
0,239,55,147,0
183,163,163,241,0
267,147,152,298,2
243,77,290,69,0
163,147,292,152,0
241,58,132,241,0
294,0,147,185,2
163,241,239,147,1
147,203,147,321,0
163,147,163,147,2
163,163,213,305,1
163,305,301,163,1
318,310,211,27,1
163,305,241,58,3
118,185,163,147,0
232,45,257,305,2
303,78,103,109,1
243,163,66,147,2
58,163,103,185,0
305,118,318,163,3
147,163,27,66,3
147,257,303,318,3
163,232,241,241,0
66,78,58,213,4
310,318,118,224,1
163,163,241,147,1
243,318,163,232,0
163,318,318,58,4
163,66,241,303,2
213,243,163,257,4
58,118,241,330,4
303,78,243,318,1
163,45,303,318,0
147,224,163,232,3
66,118,241,27,0
78,58,66,163,0
213,239,96,267,3
147,106,321,163,1
183,187,243,305,1
163,118,87,241,0
115,147,329,232,4
106,66,163,267,0
44,179,163,310,4
188,243,310,267,4
305,163,241,214,0
283,129,239,147,4
106,179,147,87,0
163,147,329,188,0
243,232,82,336,0
243,66,310,115,1
272,213,214,163,4
305,267,283,44,2
66,96,321,163,4
87,267,283,243,3
214,243,87,310,3
305,118,213,329,1
163,267,336,213,0
82,310,310,147,3
115,188,305,179,1
106,243,96,183,2
310,232,305,66,4
214,163,163,87,0
118,267,187,0,1
44,163,129,213,0
214,267,115,163,0
213,147,163,310,0
243,267,96,283,2
106,66,96,163,3
13,241,232,303,4
321,276,180,279,4
60,45,303,303,0
163,163,141,147,1
267,58,243,35,1
342,310,60,147,4
243,107,257,230,1
13,147,163,188,4
180,241,60,107,4
232,276,287,60,4
321,147,310,58,0
230,267,45,163,3
303,243,141,243,1
35,147,303,257,1
107,163,321,60,4
58,163,342,243,4
303,276,147,147,3
279,287,13,60,2
257,303,241,267,0
188,243,230,303,0
141,147,45,35,4
147,58,107,13,4
257,180,163,342,4
188,232,321,243,0
310,141,241,276,4
60,45,243,303,4
267,279,303,147,0
163,60,58,243,1
107,13,321,163,2
188,147,60,321,0
163,246,77,207,0
267,192,147,203,0
243,344,132,141,1
305,232,108,0,4
203,163,287,78,4
203,267,108,246,3
0,287,243,232,3
207,78,344,305,2
147,232,192,132,2
141,305,181,163,0
147,203,77,276,0
232,232,344,147,1
267,276,0,163,4
78,147,243,305,3
246,305,132,232,1
344,163,192,163,4
287,147,305,276,1
203,243,24,207,1
232,267,305,147,4
0,246,241,344,0
163,232,243,147,3
207,192,203,276,0
267,344,305,241,0
321,303,302,267,4
163,163,232,163,4
243,148,213,243,3
264,93,141,301,2
148,303,163,183,4
243,163,267,213,2
62,302,141,163,2
61,243,232,321,1
102,305,93,243,0
267,141,183,243,4
163,321,301,102,0
272,163,93,302,1
243,141,147,163,4
163,302,305,243,2
213,102,163,183,1
301,267,62,243,0
147,302,183,61,0
102,267,183,163,1
141,243,267,301,0
242,228,185,208,0
147,261,303,331,2
271,283,112,138,4
311,261,309,246,3
246,303,246,242,4
326,309,138,146,2
283,345,261,185,1
345,331,271,246,1
261,246,326,243,1
242,331,138,146,0
246,283,345,185,2
246,303,242,345,2
149,305,78,267,1
285,318,60,275,3
47,147,267,336,2
132,283,107,187,0
147,187,276,60,2
267,275,58,243,0
243,285,149,187,2
107,78,58,147,0
276,267,132,243,3
78,224,147,147,4
88,93,303,303,4
13,290,303,243,1
239,232,158,281,4
303,239,163,78,4
290,93,224,232,4
132,147,243,13,2
303,232,303,243,4
163,93,305,158,4
305,303,142,78,1
303,224,241,281,4
303,142,305,290,1
78,303,142,243,1
221,326,163,67,4
236,203,232,267,2
267,336,103,291,0
147,45,294,326,2
163,163,185,73,1
214,336,243,221,0
163,147,185,214,3
163,203,287,187,0
67,73,147,236,0
103,326,185,267,2
67,214,163,267,3
185,287,185,221,0
326,336,232,147,4
267,214,163,243,1
147,152,69,283,4
163,141,267,239,0
163,163,214,69,4
214,147,287,141,1
147,163,67,185,3
60,303,303,163,4
279,163,214,287,3
310,59,267,243,2
163,334,60,267,4
69,303,147,152,0
163,214,163,163,4
267,287,69,163,3
303,60,163,147,4
267,163,283,60,4
185,287,334,279,1
163,243,163,141,0
141,267,67,310,2
239,214,163,59,0
79,303,147,214,0
267,69,163,163,3
163,185,163,79,4
287,287,67,239,0
163,60,147,163,4
283,214,303,334,4
152,163,60,147,3
163,267,303,147,1
163,69,141,310,0
59,303,141,279,4
214,267,243,214,2
163,267,287,163,4
147,163,163,243,3
239,69,185,283,2
79,287,267,163,3
147,334,147,163,1
67,163,303,163,4
60,69,214,60,4
141,214,141,303,4
163,279,152,267,0
163,267,334,287,1
185,163,79,239,0
287,163,267,67,2
185,267,267,163,0
277,272,163,51,4
51,214,37,0,1
118,163,305,257,1
163,267,214,185,2
51,58,257,305,4
37,257,118,267,1
305,0,185,272,1
257,118,51,213,4
58,277,214,267,4
163,213,272,257,2
277,214,267,272,4
78,147,163,219,2
147,147,301,336,4
186,147,185,258,0
272,96,147,185,0
321,326,141,283,0
185,147,326,188,4
294,96,185,147,4
147,326,147,147,1
272,61,301,326,1
188,336,326,186,4
294,141,147,114,0
283,325,331,185,4
186,294,294,326,3
61,321,336,188,4
185,336,185,325,1
331,147,326,272,2
147,301,283,96,0
141,326,185,147,4
185,326,61,326,1
294,147,336,321,1
336,185,186,272,0
147,294,188,147,3
325,326,258,147,3
336,336,147,186,1
294,147,185,147,1
326,147,147,336,2
243,310,147,183,1
192,180,305,18,2
147,78,230,147,0
58,157,163,243,2
321,128,243,303,2
303,241,147,147,1
157,185,267,321,1
243,243,78,147,1
58,18,128,147,0
183,147,243,305,1
267,147,180,243,0
243,147,58,185,2
305,147,310,163,4
241,18,321,230,4
147,78,157,303,2
230,305,267,58,3
163,243,183,241,4
310,147,157,147,1
180,243,147,243,2
128,185,147,78,2
58,147,267,147,0
321,78,231,147,0
185,141,132,230,0
60,283,310,147,0
167,321,243,290,3
183,303,132,78,0
243,147,243,103,1
147,147,283,192,0
163,147,230,183,3
243,310,321,167,0
78,283,321,185,1
132,283,141,60,4
147,147,243,243,3
147,147,231,303,0
290,78,103,132,1
183,60,321,147,2
185,290,243,147,1
78,243,163,283,0
141,147,147,192,1
132,310,132,243,1
103,321,231,283,2
78,230,147,167,0
192,78,290,147,3
310,147,183,78,0
163,321,185,303,2
60,231,243,243,1
103,283,147,141,1
167,147,283,132,0
321,147,230,132,0
78,231,310,60,0
183,290,283,185,1
147,321,78,290,4
235,267,118,342,2
305,185,290,147,0
329,147,78,147,1
66,28,147,163,3
28,159,336,163,4
132,243,163,334,2
188,243,163,163,3
147,267,147,159,0
147,336,232,163,4
185,147,204,132,0
147,334,118,66,4
235,329,342,287,3
163,163,118,305,4
147,287,147,290,4
28,232,267,185,4
188,147,28,336,4
235,334,163,78,0
267,243,204,329,2
163,267,147,147,4
132,147,305,235,0
204,118,290,232,4
188,287,163,185,4
66,78,336,342,3
132,290,28,163,4
342,159,305,147,0
118,163,185,28,4
147,147,147,204,4
287,342,118,290,1
305,132,163,185,3
163,267,342,185,0
141,163,142,203,4
20,163,69,115,0
78,135,147,303,2
147,283,147,147,4
152,200,163,258,4
241,58,163,141,1
147,147,163,152,4
147,203,163,318,1
258,141,147,20,0
142,200,58,283,0
115,141,221,78,4
163,135,163,267,0
241,267,243,141,4
203,258,147,221,2
241,152,283,69,2
163,141,243,147,0
141,78,141,200,2
267,147,303,115,2
312,82,141,75,4
243,205,239,147,0
329,103,163,310,3
243,321,213,216,4
303,13,241,303,3
326,312,163,321,0
216,82,213,177,0
303,310,141,213,0
310,147,303,13,0
303,287,163,239,1
241,243,336,213,0
321,141,287,177,1
326,310,216,303,2
205,303,75,163,3
239,13,163,147,3
310,312,287,243,4
326,163,147,243,4
75,303,336,329,1
310,213,103,321,2
82,213,239,177,0
303,241,216,310,0
163,258,58,78,4
267,294,239,181,1
163,58,147,97,0
78,47,147,192,4
188,65,318,290,0
232,305,163,192,0
264,157,78,183,0
147,303,128,214,2
58,188,283,78,0
147,258,294,147,4
318,163,47,163,3
78,192,78,232,2
147,163,264,267,2
181,183,214,163,0
58,303,65,305,2
97,192,239,303,1
128,264,294,58,1
163,192,163,65,0
181,232,163,188,1
147,97,78,318,3
303,290,147,192,4
47,183,163,303,0
305,239,283,147,2
58,214,267,157,0
283,232,47,264,1
163,78,181,58,1
318,163,258,128,3
192,65,294,163,3
58,290,192,147,0
267,147,78,188,0
183,305,97,78,1
78,163,163,283,1
128,58,294,47,1
264,232,58,163,2
188,147,214,336,0
263,163,58,163,3
147,185,213,303,4
9,163,192,185,3
336,243,157,213,1
92,241,163,263,3
157,147,147,58,2
214,303,163,243,3
181,192,147,263,0
58,303,336,78,0
243,263,147,147,2
9,183,188,303,3
241,78,214,192,1
163,243,283,263,1
185,147,147,192,2
163,55,163,147,3
287,287,163,241,0
147,267,243,93,0
77,18,232,183,0
60,147,187,33,1
58,300,305,236,0
107,193,267,341,4
241,241,0,246,0
163,163,147,141,0
18,287,147,33,0
183,183,60,147,0
236,93,187,243,0
147,147,232,287,2
0,236,163,77,1
183,147,163,341,4
246,267,305,183,0
241,163,243,60,1
243,55,213,287,0
33,300,93,141,3
287,183,163,241,2
246,141,147,107,2
0,18,272,147,4
0,243,58,147,3
77,187,163,267,2
147,163,147,193,2
232,236,272,163,1
232,61,241,344,2
267,163,157,318,1
241,205,58,13,0
241,82,241,93,4
163,147,321,147,0
244,141,243,188,3
78,276,118,126,3
205,163,147,147,2
93,147,283,241,1
163,241,276,205,1
142,147,241,243,4
344,163,118,82,0
306,318,141,163,0
239,243,232,244,4
243,147,241,267,1
13,163,205,163,4
147,58,126,321,1
241,147,188,239,4
163,283,344,306,4
163,147,163,163,0
241,82,241,243,4
61,58,241,243,1
78,13,232,93,1
318,163,276,243,4
321,205,267,141,0
58,147,163,163,4
126,283,241,241,3
239,157,205,344,3
118,163,306,321,1
147,163,241,147,2
82,318,142,147,3
276,243,232,267,1
243,243,205,78,2
344,13,163,241,1
241,147,306,188,0
241,163,163,239,1
157,321,283,147,3
205,241,205,126,1
118,142,93,147,2
163,267,82,78,0
163,241,163,241,0
147,241,58,344,1
13,163,163,241,0
259,303,243,82,2
51,163,157,287,2
163,69,303,303,4
18,147,267,147,0
185,305,232,269,0
318,163,147,147,2
61,267,243,147,1
303,241,163,239,2
221,147,183,303,4
303,163,147,303,3
163,163,69,305,1
303,267,185,61,0
239,82,232,18,4
269,243,157,318,4
51,243,147,147,0
147,259,241,163,0
157,221,18,163,4
147,51,303,185,4
147,243,303,287,0
163,318,303,163,1
267,232,69,183,2
82,163,243,163,1
147,303,267,259,2
305,147,61,163,0
163,147,239,51,0
303,18,318,69,2
163,163,157,147,4
241,185,221,243,3
267,287,267,305,0
183,269,163,303,0
163,147,147,259,2
163,232,243,303,0
147,157,18,183,1
243,267,221,147,1
163,318,267,157,0
157,116,163,147,0
243,305,138,147,0
147,329,40,78,4
163,64,344,243,0
163,321,301,61,0
147,301,13,147,4
186,141,135,282,2
163,283,163,69,1
275,40,243,13,3
121,329,147,163,4
64,283,116,241,1
147,305,283,143,0
163,290,321,186,4
147,69,135,301,4
344,163,102,243,0
121,163,283,78,4
147,163,135,147,0
13,243,243,141,0
329,243,157,283,1
78,290,163,301,3
147,61,40,186,3
282,143,147,321,3
243,283,147,27,4
186,301,121,147,3
78,135,13,321,2
141,301,163,163,3
147,275,243,185,2
138,243,344,283,0
282,163,290,329,0
40,143,78,147,3
61,241,60,243,0
13,283,138,163,0
147,243,163,243,4
301,147,27,121,0
186,147,157,78,0
141,147,321,305,1
243,282,147,301,0
163,61,163,344,1
283,78,185,147,1
143,69,241,329,2
243,301,243,27,0
283,163,135,186,3
13,147,243,186,0
232,232,159,243,4
163,103,147,75,0
152,147,232,303,4
60,321,232,211,0
147,147,230,147,2
147,5,225,301,1
40,132,211,159,0
163,245,141,163,0
258,147,147,258,1
60,232,258,232,4
147,147,232,147,4
303,243,147,163,4
75,159,272,152,4
40,112,301,147,4
225,230,132,103,2
232,163,147,163,4
211,258,310,5,4
159,147,141,211,0
5,272,163,163,3
147,40,230,60,2
132,321,303,159,0
147,159,152,232,3
301,310,243,147,4
147,258,75,232,4
163,232,211,147,4
258,141,232,147,2
112,245,103,147,1
163,232,60,132,4
230,5,159,232,1
147,272,245,147,4
163,40,232,321,1
310,147,152,232,3
147,159,163,258,4
147,243,75,112,2
211,147,303,147,1
103,211,258,301,4
232,75,163,40,4
147,232,321,5,1
147,132,141,163,4
147,272,230,147,1
243,163,159,60,4
232,232,159,245,1
211,303,258,147,0
132,5,232,60,2
40,272,230,232,3
294,170,163,344,1
331,183,287,106,4
44,163,132,168,1
163,141,239,321,4
152,232,243,115,1
147,141,210,78,0
163,147,232,103,2
243,185,13,267,3
241,147,188,147,2
283,163,326,267,3
163,232,163,121,4
132,210,163,141,2
78,267,183,78,4
0,147,78,141,2
267,147,241,283,1
78,241,0,83,1
87,147,188,147,4
163,163,210,303,4
305,132,203,213,4
267,183,264,267,1
185,230,267,267,4
0,243,290,147,4
267,163,188,294,1
267,147,69,121,1
243,232,232,127,0
137,267,232,163,3
120,245,163,58,2
3,239,163,330,2
147,249,267,147,3
147,267,132,305,1
141,170,163,232,0
163,78,243,147,4
121,267,163,185,3
331,163,78,241,2
232,106,183,188,4
147,61,78,267,2
183,163,163,230,4
305,210,232,163,2
163,0,303,203,0
267,290,267,109,0
87,243,287,132,1
213,147,239,147,3
267,147,141,163,1
321,267,163,232,1
163,115,147,78,1
283,210,267,267,4
330,243,267,132,4
147,168,326,120,0
141,243,103,283,0
147,83,44,3,1
147,232,0,132,1
344,78,163,264,0
127,267,241,267,2
121,147,232,152,4
13,0,69,294,2
141,249,188,141,0
267,294,245,241,1
58,239,185,137,4
147,267,141,163,4
78,188,185,232,4
210,183,147,78,4
232,267,147,267,3
305,141,243,163,2
78,132,344,147,4
115,147,163,83,1
141,147,232,163,4
163,294,147,267,2
163,188,241,163,0
106,232,230,163,1
188,287,163,170,4
321,183,109,213,1
61,303,232,330,2
210,132,210,141,4
239,163,305,185,4
203,239,267,87,4
132,290,283,58,3
147,0,267,137,3
267,331,121,243,4
245,147,249,152,1
132,120,127,13,0
103,147,168,264,0
78,267,267,44,2
3,78,267,0,3
163,326,294,163,0
78,141,210,243,4
183,267,163,147,3
232,188,243,163,0
147,163,163,147,4
183,132,185,163,4
243,232,147,147,3
232,78,137,58,2
147,344,267,141,4
305,170,147,232,1
163,267,132,163,4
241,241,103,0,2
267,83,69,141,2
239,294,188,115,1
210,287,203,163,4
267,331,305,141,4
121,210,163,239,3
132,185,106,267,4
303,87,213,230,4
163,163,109,330,4
267,147,321,61,1
243,152,290,147,2
283,294,78,147,0
147,44,163,132,4
210,232,147,185,4
78,239,141,232,0
344,147,243,183,1
137,147,267,78,1
141,170,147,78,4
147,163,243,163,1
132,103,188,163,0
163,69,294,232,0
163,163,267,267,1
13,78,147,183,4
163,147,163,290,3
267,283,232,147,1
0,141,267,243,1
141,241,115,305,0
163,331,241,132,2
188,267,185,210,3
267,87,163,210,4
106,303,121,239,0
330,152,44,321,3
132,163,243,147,3
147,132,141,137,0
232,163,147,170,1
78,147,163,243,2
147,163,163,232,2
165,267,78,310,1
326,232,58,301,1
114,232,39,239,4
321,267,276,163,0
163,301,232,326,4
267,303,294,114,0
208,232,39,77,1
310,163,301,321,3
78,326,267,27,0
287,163,58,163,0
77,114,78,301,3
39,303,27,241,0
276,243,239,326,2
239,267,301,287,4
326,27,321,58,2
163,114,241,147,0
267,147,39,267,4
232,239,163,163,1
77,241,321,232,0
305,243,243,243,2
239,241,78,324,0
278,118,267,283,4
243,126,241,239,2
243,72,267,232,2
243,118,267,243,2
267,78,267,241,0
243,67,283,72,4
224,232,239,118,0
267,241,126,283,0
186,58,58,287,4
163,163,230,141,1
141,163,287,147,4
241,118,163,336,1
143,163,163,84,3
147,118,163,84,0
141,143,58,336,2
141,287,163,287,3
58,230,163,163,4
163,241,186,163,4
186,287,230,118,4
163,84,58,241,4
336,147,163,163,1
287,143,163,163,1
141,58,163,141,1
287,147,58,58,4
143,84,163,118,2
230,186,241,163,3
163,163,287,141,4
163,336,163,141,0
147,163,163,58,1
87,323,159,232,0
294,296,303,232,4
305,287,305,163,0
232,296,305,243,0
141,267,294,305,0
232,141,159,141,0
132,136,305,241,2
78,87,163,163,4
147,294,232,78,3
243,287,303,132,4
224,244,323,241,4
141,305,87,147,4
241,294,163,243,2
323,181,163,287,1
232,305,244,78,0
181,305,87,141,3
287,241,147,296,2
224,303,163,159,0
267,136,243,323,1
232,147,305,305,3
141,163,232,87,1
69,287,323,0,3
163,305,141,163,4
163,239,241,157,3
277,185,241,305,4
163,0,239,141,1
323,283,163,163,4
157,163,287,334,4
283,277,0,157,2
305,239,39,287,0
334,241,69,163,4
303,0,163,185,1
277,69,163,239,1
334,39,163,141,2
243,231,77,283,1
147,344,267,231,4
147,118,147,232,3
78,45,75,78,2
241,93,147,177,4
163,243,241,283,4
58,75,93,147,4
163,147,147,290,4
134,199,78,147,4
290,232,75,163,4
147,78,147,318,2
58,163,241,183,3
147,243,93,134,1
147,232,183,243,0
318,75,199,163,2
78,177,147,163,0
283,45,93,290,0
147,232,78,183,1
232,243,58,141,2
118,267,214,37,3
61,78,29,132,0
93,75,93,287,1
183,58,118,120,1
232,132,214,75,4
67,141,283,93,2
37,78,75,67,0
120,214,283,287,2
67,287,29,58,3
303,78,214,93,0
283,243,75,61,3
141,120,267,132,0
287,77,141,243,2
186,243,147,316,3
0,163,82,287,0
58,213,243,243,2
163,241,243,181,2
183,241,310,243,4
213,321,163,326,2
326,91,243,241,1
267,287,181,310,2
0,321,241,183,0
243,243,163,82,3
213,243,163,163,0
91,163,58,0,1
82,243,267,213,0
181,183,163,326,2
287,243,241,241,1
163,321,310,213,0
163,0,82,91,2
147,336,185,157,0
232,243,336,213,1
211,267,318,147,3
147,213,243,147,2
163,318,78,232,0
243,267,157,60,1
243,78,267,336,2
305,147,336,163,0
213,157,213,318,1
267,243,60,305,1
9,120,155,342,1
283,163,147,344,3
163,163,255,310,4
163,239,163,283,0
255,205,324,120,0
9,155,163,232,4
344,345,163,255,4
120,147,163,239,0
9,109,188,324,0
344,120,163,255,3
232,243,147,243,0
77,203,147,147,3
148,138,211,147,1
13,344,305,163,0
147,243,0,138,4
305,211,69,147,0
344,77,147,243,3
147,147,203,287,2
243,147,283,13,4
232,0,148,203,0
77,69,163,138,0
185,147,147,344,0
13,77,243,147,0
232,287,147,305,4
69,243,203,185,3
0,211,283,344,4
147,243,147,163,0
163,243,211,232,3
13,138,147,287,0
305,185,283,77,0
147,69,148,147,0
243,203,147,0,0
305,147,243,185,1
232,13,243,147,1
147,214,321,118,2
310,147,118,241,1
241,147,241,321,0
118,305,20,147,0
214,305,185,310,2
185,241,118,118,2
241,305,321,305,1
241,118,147,305,2
132,213,58,93,1
301,163,192,78,4
208,89,126,147,1
147,152,267,243,2
243,191,321,83,1
163,267,192,303,4
243,187,191,163,0
243,147,243,93,2
126,58,147,321,3
83,152,132,208,3
89,243,243,321,3
58,163,147,303,2
126,243,78,132,1
147,93,187,83,4
321,213,301,163,4
267,208,243,243,0
243,191,147,192,2
187,78,147,58,0
93,303,152,126,4
232,147,214,241,4
163,188,79,321,0
163,163,321,163,0
321,330,78,304,0
58,163,137,267,0
241,243,267,163,0
303,78,163,214,2
58,304,163,188,3
232,163,137,321,4
